country,continent,year,life_exp,hdi_index,co2_consump,gdp,services,Suicide_mortality_rate(per 100000),income_Level,Country_Code,Unemployment_Rate
New Zealand,Oceania,2005,79.8,0.896,9.1,35100.0,70.7,12.9,High income,NZL,3.81
New Zealand,Oceania,2006,80.0,0.898,8.96,35600.0,70.4,13.1,High income,NZL,3.86
New Zealand,Oceania,2007,80.2,0.901,8.65,36400.0,70.8,12.3,High income,NZL,3.66
New Zealand,Oceania,2008,80.4,0.902,8.79,35700.0,71.5,12.4,High income,NZL,4.17
New Zealand,Oceania,2009,80.6,0.905,8.05,35300.0,72.6,11.5,High income,NZL,6.12
New Zealand,Oceania,2010,80.9,0.906,8.01,35400.0,72.6,12.6,High income,NZL,6.56
New Zealand,Oceania,2011,80.9,0.909,7.77,35900.0,73.0,11.4,High income,NZL,6.49
New Zealand,Oceania,2012,81.2,0.911,8.06,36500.0,73.4,12.7,High income,NZL,6.93
New Zealand,Oceania,2013,81.5,0.914,7.82,37200.0,73.7,12.2,High income,NZL,5.84
New Zealand,Oceania,2014,81.5,0.916,7.81,38000.0,73.3,11.3,High income,NZL,5.43
New Zealand,Oceania,2015,81.7,0.921,7.77,38600.0,72.3,11.7,High income,NZL,5.41
New Zealand,Oceania,2016,81.9,0.924,7.36,39200.0,73.3,12.2,High income,NZL,5.15
New Zealand,Oceania,2017,82.0,0.926,7.67,39800.0,73.2,12.7,High income,NZL,4.74
New Zealand,Oceania,2018,81.8,0.928,7.34,40300.0,74.3,11.4,High income,NZL,4.33
Nicaragua,North America,2000,73.7,0.577,0.735,1440.0,50.1,5.5,Lower middle income,NIC,7.35
Nicaragua,North America,2001,73.7,0.583,0.763,1470.0,50.7,5.2,Lower middle income,NIC,7.45
Nicaragua,North America,2002,73.6,0.589,0.765,1460.0,51.1,5.0,Lower middle income,NIC,7.58
Nicaragua,North America,2003,73.6,0.592,0.82,1470.0,51.5,5.6,Lower middle income,NIC,7.6
Nicaragua,North America,2004,73.7,0.597,0.817,1530.0,51.3,5.4,Lower middle income,NIC,6.41
Nicaragua,North America,2005,73.5,0.601,0.786,1570.0,51.4,5.2,Lower middle income,NIC,5.37
Nicaragua,North America,2006,74.3,0.605,0.802,1620.0,51.6,4.6,Lower middle income,NIC,5.31
Nicaragua,North America,2007,73.9,0.611,0.815,1670.0,50.1,4.9,Lower middle income,NIC,4.89
Nicaragua,North America,2008,74.0,0.616,0.771,1710.0,52.2,5.1,Lower middle income,NIC,6.2
Nicaragua,North America,2009,74.1,0.617,0.774,1630.0,52.7,5.0,Lower middle income,NIC,8.16
Nicaragua,North America,2010,74.4,0.622,0.768,1680.0,52.2,4.8,Lower middle income,NIC,7.83
Nicaragua,North America,2011,74.3,0.628,0.815,1760.0,51.5,5.5,Lower middle income,NIC,6.5
Nicaragua,North America,2012,74.4,0.633,0.76,1850.0,51.4,4.4,Lower middle income,NIC,5.21
Nicaragua,North America,2013,74.5,0.639,0.718,1920.0,51.2,5.3,Lower middle income,NIC,5.28
Nicaragua,North America,2014,74.5,0.649,0.749,1980.0,50.9,4.5,Lower middle income,NIC,4.52
Nicaragua,North America,2015,74.9,0.652,0.844,2050.0,51.3,4.2,Lower middle income,NIC,4.7
Nicaragua,North America,2016,74.8,0.657,0.875,2120.0,52.0,4.4,Lower middle income,NIC,3.9
Nicaragua,North America,2017,75.0,0.661,0.862,2190.0,52.4,4.4,Lower middle income,NIC,3.3
Nicaragua,North America,2018,75.2,0.659,0.862,2090.0,52.9,4.5,Lower middle income,NIC,5.2
Nigeria,Africa,2000,54.6,0.45,0.645,1450.0,38.9,4.9,Lower middle income,NGA,3.95
Nigeria,Africa,2001,54.8,0.45,0.692,1500.0,39.6,4.9,Lower middle income,NGA,3.93
Nigeria,Africa,2002,55.1,0.45,0.734,1690.0,40.8,4.8,Lower middle income,NGA,3.88
Nigeria,Africa,2003,55.5,0.45,0.759,1760.0,41.7,4.8,Lower middle income,NGA,3.9
Nigeria,Africa,2004,56.0,0.46,0.73,1880.0,42.6,4.8,Lower middle income,NGA,3.88
Nigeria,Africa,2005,56.6,0.465,0.762,1950.0,43.6,4.8,Lower middle income,NGA,3.87
Nigeria,Africa,2006,57.2,0.473,0.687,2010.0,44.5,4.7,Lower middle income,NGA,3.86
Nigeria,Africa,2007,57.9,0.478,0.645,2090.0,45.5,4.7,Lower middle income,NGA,3.84
Nigeria,Africa,2008,58.5,0.484,0.631,2170.0,46.4,4.6,Lower middle income,NGA,3.82
Nigeria,Africa,2009,59.0,0.49,0.486,2290.0,47.4,4.5,Lower middle income,NGA,3.8
Nigeria,Africa,2010,59.6,0.482,0.713,2400.0,48.4,4.4,Lower middle income,NGA,3.78
Nigeria,Africa,2011,60.2,0.492,0.8,2460.0,49.3,4.4,Lower middle income,NGA,3.77
Nigeria,Africa,2012,60.7,0.5,0.701,2500.0,49.6,4.2,Lower middle income,NGA,3.74
Nigeria,Africa,2013,61.2,0.519,0.711,2600.0,49.9,4.1,Lower middle income,NGA,3.7
Nigeria,Africa,2014,61.6,0.523,0.725,2690.0,50.6,3.9,Lower middle income,NGA,4.56
Nigeria,Africa,2015,62.1,0.526,0.627,2690.0,51.1,3.7,Lower middle income,NGA,4.31
Nigeria,Africa,2016,62.7,0.526,0.634,2580.0,51.4,3.7,Lower middle income,NGA,7.06
Nigeria,Africa,2017,63.3,0.531,0.644,2530.0,51.8,3.6,Lower middle income,NGA,8.39
Nigeria,Africa,2018,63.8,0.534,0.65,2510.0,52.2,3.5,Lower middle income,NGA,8.46
Norway,Europe,2000,78.9,0.915,9.46,67400.0,73.9,13.9,High income,NOR,3.46
Norway,Europe,2001,79.1,0.914,9.71,68500.0,74.2,14.2,High income,NOR,3.74
Norway,Europe,2002,79.3,0.917,9.46,69100.0,74.4,12.1,High income,NOR,4.02
Norway,Europe,2003,79.7,0.923,9.71,69300.0,74.5,11.8,High income,NOR,4.22
Norway,Europe,2004,80.1,0.932,9.72,71700.0,75.6,12.8,High income,NOR,4.26
Norway,Europe,2005,80.4,0.931,9.5,73000.0,75.8,12.4,High income,NOR,4.38
Norway,Europe,2006,80.5,0.934,9.53,74200.0,75.9,12.8,High income,NOR,3.4
Norway,Europe,2007,80.7,0.936,9.81,75600.0,76.0,11.8,High income,NOR,2.49
Norway,Europe,2008,80.9,0.937,9.52,75000.0,76.3,11.8,High income,NOR,2.55
Norway,Europe,2009,81.1,0.937,9.1,72800.0,77.1,13.0,High income,NOR,3.1
Norway,Europe,2010,81.3,0.94,9.47,72400.0,77.8,12.4,High income,NOR,3.52
Norway,Europe,2011,81.3,0.942,9.2,72200.0,77.4,13.3,High income,NOR,3.21
Norway,Europe,2012,81.6,0.941,8.99,73200.0,77.5,11.4,High income,NOR,3.12
Norway,Europe,2013,81.8,0.944,8.86,73000.0,77.5,11.8,High income,NOR,3.42
Norway,Europe,2014,82.2,0.944,8.74,73700.0,77.3,11.6,High income,NOR,3.48
Norway,Europe,2015,82.4,0.947,8.72,74400.0,77.9,12.5,High income,NOR,4.3
Norway,Europe,2016,82.5,0.95,8.47,74500.0,78.4,12.6,High income,NOR,4.68
Norway,Europe,2017,82.8,0.954,8.26,75600.0,78.5,12.1,High income,NOR,4.16
Norway,Europe,2018,82.8,0.956,8.31,76000.0,78.4,12.0,High income,NOR,3.8
Oman,Asia,2000,69.1,0.693,9.5,18000.0,82.4,6.2,High income,OMN,4.09
Oman,Asia,2001,69.5,0.705,8.77,18600.0,80.9,6.2,High income,OMN,4.13
Oman,Asia,2002,69.6,0.714,10.8,18100.0,79.3,5.9,High income,OMN,4.2
Oman,Asia,2003,69.8,0.724,13.4,17200.0,77.6,6.1,High income,OMN,4.23
Oman,Asia,2004,70.2,0.731,11.3,17000.0,75.6,5.9,High income,OMN,4.18
Oman,Asia,2005,70.3,0.736,11.7,17000.0,73.2,6.0,High income,OMN,4.18
Oman,Asia,2006,70.1,0.74,15.1,17400.0,70.6,6.5,High income,OMN,4.15
Oman,Asia,2007,69.9,0.752,16.4,17700.0,68.0,6.8,High income,OMN,4.18
Oman,Asia,2008,70.0,0.77,15.3,18400.0,65.2,6.8,High income,OMN,4.14
Oman,Asia,2009,70.2,0.777,14.1,18700.0,62.4,6.5,High income,OMN,4.05
Oman,Asia,2010,70.4,0.782,15.4,18000.0,58.0,6.7,High income,OMN,3.99
Oman,Asia,2011,70.8,0.782,16.4,17300.0,58.9,6.1,High income,OMN,3.87
Oman,Asia,2012,71.5,0.791,16.8,17500.0,59.3,5.4,High income,OMN,3.68
Oman,Asia,2013,71.9,0.799,16.2,17100.0,60.3,5.3,High income,OMN,3.62
Oman,Asia,2014,72.3,0.802,15.0,16200.0,61.3,5.1,High income,OMN,3.54
Oman,Asia,2015,72.4,0.814,15.1,16000.0,62.2,5.0,High income,OMN,3.39
Oman,Asia,2016,72.6,0.815,14.0,16100.0,63.0,4.7,High income,OMN,3.27
Oman,Asia,2017,72.9,0.819,13.7,15500.0,63.9,4.7,High income,OMN,2.57
Oman,Asia,2018,73.6,0.813,13.9,15100.0,64.3,4.7,High income,OMN,1.8
Pakistan,Asia,2000,61.0,0.447,0.741,1030.0,36.1,8.8,Lower middle income,PAK,0.58
Pakistan,Asia,2001,61.2,0.454,0.734,1040.0,36.4,8.9,Lower middle income,PAK,0.56
Pakistan,Asia,2002,61.4,0.462,0.756,1040.0,36.8,9.1,Lower middle income,PAK,0.55
Pakistan,Asia,2003,61.5,0.471,0.768,1070.0,37.2,9.1,Lower middle income,PAK,0.59
Pakistan,Asia,2004,61.8,0.473,0.83,1130.0,36.9,9.2,Lower middle income,PAK,0.61
Pakistan,Asia,2005,61.0,0.486,0.841,1180.0,36.6,9.0,Lower middle income,PAK,0.59
Pakistan,Asia,2006,62.3,0.492,0.877,1220.0,35.9,9.2,Lower middle income,PAK,0.58
Pakistan,Asia,2007,62.7,0.496,0.929,1250.0,35.4,9.1,Lower middle income,PAK,0.4
Pakistan,Asia,2008,62.9,0.503,0.906,1240.0,35.2,9.0,Lower middle income,PAK,0.42
Pakistan,Asia,2009,63.1,0.508,0.885,1250.0,35.7,8.8,Lower middle income,PAK,0.54
Pakistan,Asia,2010,63.3,0.512,0.925,1240.0,35.2,8.8,Lower middle income,PAK,0.65
Pakistan,Asia,2011,63.6,0.516,0.917,1250.0,34.7,8.7,Lower middle income,PAK,0.8
Pakistan,Asia,2012,63.8,0.519,0.889,1260.0,34.8,8.8,Lower middle income,PAK,1.85
Pakistan,Asia,2013,64.0,0.523,0.895,1290.0,34.8,8.9,Lower middle income,PAK,2.95
Pakistan,Asia,2014,64.2,0.53,0.915,1320.0,34.9,8.9,Lower middle income,PAK,1.83
Pakistan,Asia,2015,64.4,0.536,0.926,1360.0,35.0,9.0,Lower middle income,PAK,3.57
Pakistan,Asia,2016,64.7,0.542,0.967,1400.0,34.1,9.1,Lower middle income,PAK,3.78
Pakistan,Asia,2017,64.9,0.55,1.02,1450.0,35.9,9.1,Lower middle income,PAK,3.92
Pakistan,Asia,2018,65.5,0.552,1.05,1500.0,37.6,8.9,Lower middle income,PAK,4.08
Panama,North America,2000,78.0,0.735,1.89,6960.0,65.7,5.4,Upper middle income,PAN,3.81
Panama,North America,2001,78.1,0.738,2.25,6860.0,64.7,5.7,Upper middle income,PAN,3.82
Panama,North America,2002,78.1,0.744,1.85,6880.0,65.7,5.3,Upper middle income,PAN,3.79
Panama,North America,2003,78.0,0.746,1.89,7040.0,65.3,5.9,Upper middle income,PAN,3.79
Panama,North America,2004,78.2,0.751,1.75,7430.0,66.4,5.8,Upper middle income,PAN,3.74
Panama,North America,2005,78.2,0.754,2.03,7820.0,67.2,5.0,Upper middle income,PAN,3.75
Panama,North America,2006,78.2,0.759,2.17,8340.0,66.0,5.7,Upper middle income,PAN,3.7
Panama,North America,2007,78.5,0.767,2.09,9170.0,66.0,4.9,Upper middle income,PAN,3.68
Panama,North America,2008,78.4,0.771,2.08,9890.0,63.0,5.4,Upper middle income,PAN,3.74
Panama,North America,2009,78.4,0.772,2.35,9840.0,62.8,4.8,Upper middle income,PAN,3.85
Panama,North America,2010,78.5,0.774,2.49,10200.0,63.9,4.2,Upper middle income,PAN,3.72
Panama,North America,2011,78.7,0.78,2.69,11200.0,64.7,3.8,Upper middle income,PAN,2.38
Panama,North America,2012,78.6,0.786,2.59,12100.0,65.0,3.6,Upper middle income,PAN,2.39
Panama,North America,2013,78.7,0.791,2.97,12700.0,63.5,3.4,Upper middle income,PAN,2.29
Panama,North America,2014,78.9,0.795,2.78,13100.0,64.2,4.1,Upper middle income,PAN,2.71
Panama,North America,2015,79.3,0.799,2.74,13600.0,66.6,2.9,Upper middle income,PAN,2.98
Panama,North America,2016,79.5,0.805,2.59,14100.0,66.2,3.3,Upper middle income,PAN,3.26
Panama,North America,2017,79.6,0.811,2.54,14600.0,67.0,3.2,Upper middle income,PAN,3.86
Panama,North America,2018,79.9,0.812,2.62,14900.0,67.0,2.9,Upper middle income,PAN,3.83
Papua New Guinea,Oceania,2000,63.1,0.45,0.456,1880.0,23.0,2.1,Lower middle income,PNG,2.92
Papua New Guinea,Oceania,2001,62.9,0.456,0.537,1840.0,23.3,2.3,Lower middle income,PNG,2.8
Papua New Guinea,Oceania,2002,62.7,0.462,0.572,1800.0,23.3,2.3,Lower middle income,PNG,2.73
Papua New Guinea,Oceania,2003,62.5,0.47,0.634,1800.0,23.5,2.4,Lower middle income,PNG,2.62
Papua New Guinea,Oceania,2004,62.3,0.473,0.706,1810.0,23.9,2.4,Lower middle income,PNG,2.54
Papua New Guinea,Oceania,2005,62.2,0.48,0.675,1890.0,24.3,2.4,Lower middle income,PNG,2.41
Papua New Guinea,Oceania,2006,62.2,0.485,0.648,1940.0,24.7,2.4,Lower middle income,PNG,2.36
Papua New Guinea,Oceania,2007,62.3,0.498,0.899,2050.0,25.4,2.5,Lower middle income,PNG,2.24
Papua New Guinea,Oceania,2008,62.5,0.503,0.688,1990.0,25.6,2.5,Lower middle income,PNG,2.31
Papua New Guinea,Oceania,2009,62.6,0.512,0.713,2080.0,26.2,2.4,Lower middle income,PNG,2.12
Papua New Guinea,Oceania,2010,62.8,0.522,0.638,2240.0,26.7,2.6,Lower middle income,PNG,2.0
Papua New Guinea,Oceania,2011,63.0,0.53,0.7,2210.0,27.2,2.6,Lower middle income,PNG,2.62
Papua New Guinea,Oceania,2012,63.1,0.52,0.653,2270.0,27.8,2.7,Lower middle income,PNG,2.54
Papua New Guinea,Oceania,2013,63.4,0.537,0.662,2300.0,27.9,2.7,Lower middle income,PNG,2.55
Papua New Guinea,Oceania,2014,63.7,0.542,0.727,2560.0,28.3,2.9,Lower middle income,PNG,2.38
Papua New Guinea,Oceania,2015,63.9,0.548,0.91,2680.0,29.1,3.0,Lower middle income,PNG,2.48
Papua New Guinea,Oceania,2016,64.1,0.549,0.899,2770.0,29.6,3.0,Lower middle income,PNG,2.48
Papua New Guinea,Oceania,2017,64.3,0.549,0.9,2810.0,29.9,2.8,Lower middle income,PNG,2.51
Papua New Guinea,Oceania,2018,64.4,0.549,0.911,2750.0,30.1,2.9,Lower middle income,PNG,2.56
Paraguay,South America,2000,75.6,0.643,0.678,3900.0,49.6,3.1,Upper middle income,PRY,7.61
Paraguay,South America,2001,76.0,0.652,0.681,3800.0,50.0,3.1,Upper middle income,PRY,6.21
Paraguay,South America,2002,76.1,0.662,0.698,3720.0,50.6,3.6,Upper middle income,PRY,9.39
Paraguay,South America,2003,75.8,0.66,0.716,3820.0,52.7,3.4,Upper middle income,PRY,6.81
Paraguay,South America,2004,75.2,0.667,0.709,3900.0,50.6,4.2,Upper middle income,PRY,6.51
Paraguay,South America,2005,75.6,0.67,0.65,3920.0,52.2,4.4,Upper middle income,PRY,4.82
Paraguay,South America,2006,75.6,0.67,0.662,4050.0,52.8,4.2,Upper middle income,PRY,5.28
Paraguay,South America,2007,76.0,0.675,0.674,4210.0,53.1,3.8,Upper middle income,PRY,4.71
Paraguay,South America,2008,76.0,0.684,0.704,4420.0,55.6,3.6,Upper middle income,PRY,4.42
Paraguay,South America,2009,75.8,0.681,0.736,4350.0,54.4,4.4,Upper middle income,PRY,5.46
Paraguay,South America,2010,75.7,0.696,0.804,4770.0,55.2,3.5,Upper middle income,PRY,4.57
Paraguay,South America,2011,76.0,0.701,0.821,4900.0,56.7,4.6,Upper middle income,PRY,4.67
Paraguay,South America,2012,76.2,0.701,0.806,4800.0,57.0,4.6,Upper middle income,PRY,4.09
Paraguay,South America,2013,76.0,0.712,0.795,5130.0,59.7,4.9,Upper middle income,PRY,4.38
Paraguay,South America,2014,76.4,0.715,0.828,5330.0,58.8,5.9,Upper middle income,PRY,5.03
Paraguay,South America,2015,76.5,0.721,0.905,5410.0,60.6,5.7,Upper middle income,PRY,4.56
Paraguay,South America,2016,76.1,0.722,1.06,5570.0,59.3,5.3,Upper middle income,PRY,5.25
Paraguay,South America,2017,76.3,0.726,1.05,5760.0,59.7,6.1,Upper middle income,PRY,4.61
Paraguay,South America,2018,76.5,0.727,1.07,5870.0,61.3,6.0,Upper middle income,PRY,6.22
Peru,South America,2000,74.6,0.679,1.14,3300.0,50.6,3.1,Upper middle income,PER,4.88
Peru,South America,2001,75.5,0.687,1.01,3280.0,50.9,2.9,Upper middle income,PER,5.03
Peru,South America,2002,75.9,0.688,0.995,3420.0,51.4,2.9,Upper middle income,PER,4.84
Peru,South America,2003,76.0,0.687,0.954,3530.0,50.7,3.0,Upper middle income,PER,4.15
Peru,South America,2004,76.7,0.694,1.14,3670.0,51.4,2.8,Upper middle income,PER,4.7
Peru,South America,2005,77.2,0.699,1.32,3870.0,51.1,2.7,Upper middle income,PER,4.88
Peru,South America,2006,77.7,0.697,1.01,4120.0,52.1,2.7,Upper middle income,PER,4.18
Peru,South America,2007,78.3,0.704,1.22,4440.0,54.3,2.6,Upper middle income,PER,4.04
Peru,South America,2008,78.5,0.715,1.43,4800.0,54.6,2.7,Upper middle income,PER,4.04
Peru,South America,2009,77.4,0.718,1.78,4820.0,55.0,3.3,Upper middle income,PER,3.98
Peru,South America,2010,77.3,0.721,1.97,5180.0,55.4,3.5,Upper middle income,PER,3.58
Peru,South America,2011,77.7,0.734,1.67,5460.0,55.2,3.3,Upper middle income,PER,3.48
Peru,South America,2012,78.0,0.742,1.84,5750.0,55.5,3.2,Upper middle income,PER,3.24
Peru,South America,2013,78.4,0.75,1.53,6030.0,55.6,3.1,Upper middle income,PER,3.57
Peru,South America,2014,78.9,0.76,1.67,6110.0,55.6,2.9,Upper middle income,PER,3.21
Peru,South America,2015,79.4,0.759,1.69,6230.0,55.2,2.7,Upper middle income,PER,3.27
Peru,South America,2016,79.6,0.765,1.82,6380.0,55.4,2.6,Upper middle income,PER,3.74
Peru,South America,2017,79.8,0.767,1.68,6430.0,56.7,2.7,Upper middle income,PER,3.69
Peru,South America,2018,80.0,0.771,1.74,6570.0,56.8,2.8,Upper middle income,PER,3.49
Philippines,Asia,2000,70.3,0.632,0.928,1830.0,47.0,1.8,Lower middle income,PHL,3.65
Philippines,Asia,2001,70.2,0.633,0.883,1850.0,47.3,1.5,Lower middle income,PHL,3.7
Philippines,Asia,2002,70.2,0.638,0.863,1880.0,47.4,1.7,Lower middle income,PHL,3.63
Philippines,Asia,2003,70.3,0.642,0.846,1930.0,48.0,1.8,Lower middle income,PHL,3.53
Philippines,Asia,2004,70.4,0.652,0.86,2020.0,48.4,1.8,Lower middle income,PHL,3.55
Philippines,Asia,2005,70.3,0.654,0.849,2080.0,49.1,1.9,Lower middle income,PHL,3.8
Philippines,Asia,2006,70.2,0.656,0.758,2150.0,49.7,2.0,Lower middle income,PHL,4.05
Philippines,Asia,2007,70.5,0.662,0.792,2250.0,50.1,1.9,Lower middle income,PHL,3.43
Philippines,Asia,2008,70.4,0.666,0.851,2310.0,50.4,2.0,Lower middle income,PHL,3.72
Philippines,Asia,2009,70.4,0.665,0.828,2300.0,50.7,2.3,Lower middle income,PHL,3.86
Philippines,Asia,2010,70.6,0.671,0.883,2430.0,51.4,2.4,Lower middle income,PHL,3.61
Philippines,Asia,2011,70.7,0.676,0.877,2480.0,52.0,2.7,Lower middle income,PHL,3.59
Philippines,Asia,2012,70.7,0.684,0.91,2610.0,52.6,2.4,Lower middle income,PHL,3.5
Philippines,Asia,2013,70.6,0.691,0.97,2740.0,53.4,2.4,Lower middle income,PHL,3.5
Philippines,Asia,2014,71.0,0.696,1.02,2870.0,53.6,2.3,Lower middle income,PHL,3.6
Philippines,Asia,2015,70.9,0.701,1.12,3000.0,54.6,2.3,Lower middle income,PHL,3.07
Philippines,Asia,2016,71.0,0.704,1.15,3170.0,55.8,2.2,Lower middle income,PHL,2.7
Philippines,Asia,2017,71.2,0.708,1.25,3340.0,56.3,2.2,Lower middle income,PHL,2.55
Philippines,Asia,2018,71.6,0.711,1.27,3500.0,56.6,2.2,Lower middle income,PHL,2.34
Poland,Europe,2000,73.9,0.79,8.26,7360.0,50.3,17.0,High income,POL,16.31
Poland,Europe,2001,74.3,0.796,8.17,7450.0,50.1,17.2,High income,POL,18.37
Poland,Europe,2002,74.7,0.804,7.97,7610.0,51.8,17.3,High income,POL,19.89
Poland,Europe,2003,74.9,0.809,8.32,7880.0,53.3,17.0,High income,POL,19.37
Poland,Europe,2004,75.0,0.807,8.43,8280.0,53.4,17.6,High income,POL,19.07
Poland,Europe,2005,75.2,0.813,8.41,8570.0,53.4,17.7,High income,POL,17.75
Poland,Europe,2006,75.3,0.819,8.76,9100.0,54.2,17.1,High income,POL,13.84
Poland,Europe,2007,75.4,0.824,8.76,9750.0,54.5,15.7,High income,POL,9.6
Poland,Europe,2008,75.6,0.829,8.58,10200.0,54.1,17.0,High income,POL,7.12
Poland,Europe,2009,75.9,0.834,8.23,10400.0,55.6,19.2,High income,POL,8.17
Poland,Europe,2010,76.5,0.84,8.71,10900.0,56.6,18.6,High income,POL,9.64
Poland,Europe,2011,76.8,0.845,8.7,11400.0,56.4,18.0,High income,POL,9.63
Poland,Europe,2012,76.9,0.842,8.52,11500.0,57.0,18.5,High income,POL,10.09
Poland,Europe,2013,77.2,0.856,8.43,11700.0,57.5,18.2,High income,POL,10.33
Poland,Europe,2014,77.6,0.858,8.11,12100.0,58.0,17.4,High income,POL,8.99
Poland,Europe,2015,77.6,0.863,8.22,12600.0,57.9,15.9,High income,POL,7.5
Poland,Europe,2016,77.9,0.869,8.51,13000.0,58.0,13.8,High income,POL,6.16
Poland,Europe,2017,78.0,0.873,8.88,13600.0,58.1,13.3,High income,POL,4.89
Poland,Europe,2018,78.0,0.877,9.07,14300.0,58.6,12.7,High income,POL,3.85
Portugal,Europe,2000,76.8,0.792,6.43,18800.0,52.9,7.6,High income,PRT,3.81
Portugal,Europe,2001,77.2,0.798,6.36,19000.0,53.4,8.8,High income,PRT,3.83
Portugal,Europe,2002,77.5,0.799,6.71,19100.0,54.0,12.5,High income,PRT,4.5
Portugal,Europe,2003,77.8,0.805,6.19,18800.0,54.4,11.9,High income,PRT,6.13
Portugal,Europe,2004,78.4,0.809,6.43,19100.0,56.6,10.6,High income,PRT,6.32
Portugal,Europe,2005,78.8,0.813,6.62,19200.0,57.6,11.4,High income,PRT,7.58
Portugal,Europe,2006,79.2,0.811,6.15,19500.0,57.8,11.5,High income,PRT,7.65
Portugal,Europe,2007,79.4,0.814,5.9,19900.0,57.9,12.6,High income,PRT,7.96
Portugal,Europe,2008,79.7,0.817,5.67,20000.0,59.6,13.1,High income,PRT,7.55
Portugal,Europe,2009,79.9,0.823,5.39,19300.0,60.7,13.1,High income,PRT,9.43
Portugal,Europe,2010,80.2,0.829,5.0,19700.0,61.5,13.6,High income,PRT,10.77
Portugal,Europe,2011,80.5,0.833,4.9,19400.0,62.9,12.3,High income,PRT,12.68
Portugal,Europe,2012,80.8,0.836,4.75,18600.0,64.0,13.5,High income,PRT,15.53
Portugal,Europe,2013,81.1,0.84,4.6,18600.0,66.1,12.5,High income,PRT,16.18
Portugal,Europe,2014,81.3,0.847,4.61,18800.0,67.5,14.2,High income,PRT,13.89
Portugal,Europe,2015,81.5,0.854,5.04,19200.0,68.1,13.2,High income,PRT,12.44
Portugal,Europe,2016,81.6,0.855,4.88,19700.0,68.6,11.4,High income,PRT,11.07
Portugal,Europe,2017,81.6,0.858,5.32,20400.0,68.9,12.0,High income,PRT,8.87
Portugal,Europe,2018,81.7,0.86,4.97,21000.0,69.1,11.7,High income,PRT,6.99
Qatar,Asia,2000,71.2,0.816,58.4,56900.0,60.4,7.8,High income,QAT,0.84
Qatar,Asia,2001,71.5,0.817,67.1,56900.0,59.3,8.0,High income,QAT,0.85
Qatar,Asia,2002,71.5,0.822,63.6,58500.0,58.5,7.8,High income,QAT,0.85
Qatar,Asia,2003,71.7,0.83,60.6,57100.0,57.5,7.4,High income,QAT,0.86
Qatar,Asia,2004,72.2,0.832,56.7,61600.0,56.2,7.2,High income,QAT,0.86
Qatar,Asia,2005,72.3,0.838,58.6,57600.0,56.0,6.8,High income,QAT,0.87
Qatar,Asia,2006,72.1,0.835,61.8,61500.0,55.5,6.8,High income,QAT,0.87
Qatar,Asia,2007,72.2,0.838,51.7,60900.0,45.8,8.4,High income,QAT,0.52
Qatar,Asia,2008,72.5,0.843,44.8,60800.0,38.9,8.3,High income,QAT,0.31
Qatar,Asia,2009,72.8,0.841,41.5,59100.0,40.0,8.4,High income,QAT,0.31
Qatar,Asia,2010,73.4,0.834,38.8,63000.0,42.2,8.2,High income,QAT,0.45
Qatar,Asia,2011,73.9,0.84,39.2,65100.0,44.5,8.0,High income,QAT,0.56
Qatar,Asia,2012,74.3,0.854,42.5,63200.0,46.9,7.4,High income,QAT,0.48
Qatar,Asia,2013,74.7,0.842,36.0,62700.0,46.9,6.7,High income,QAT,0.28
Qatar,Asia,2014,74.9,0.835,43.1,62800.0,45.7,6.3,High income,QAT,0.2
Qatar,Asia,2015,75.5,0.839,41.3,63000.0,44.6,6.1,High income,QAT,0.17
Qatar,Asia,2016,75.7,0.845,38.5,62800.0,44.2,6.1,High income,QAT,0.15
Qatar,Asia,2017,75.9,0.848,39.8,60300.0,44.2,5.8,High income,QAT,0.14
Qatar,Asia,2018,76.1,0.845,38.0,59800.0,44.5,5.8,High income,QAT,0.11
Romania,Europe,2000,71.2,0.716,4.31,4550.0,29.0,12.9,Upper middle income,ROU,6.97
Romania,Europe,2001,71.2,0.722,4.57,4850.0,29.7,12.3,Upper middle income,ROU,6.56
Romania,Europe,2002,71.2,0.731,4.66,5220.0,32.7,14.2,Upper middle income,ROU,8.11
Romania,Europe,2003,71.5,0.739,4.85,5390.0,33.2,13.5,Upper middle income,ROU,6.95
Romania,Europe,2004,72.0,0.753,4.83,5980.0,36.4,12.7,Upper middle income,ROU,7.72
Romania,Europe,2005,72.4,0.762,4.8,6300.0,37.3,12.3,Upper middle income,ROU,7.17
Romania,Europe,2006,72.8,0.774,4.95,6850.0,38.7,12.9,Upper middle income,ROU,7.27
Romania,Europe,2007,73.4,0.788,5.09,7450.0,39.1,11.6,Upper middle income,ROU,6.41
Romania,Europe,2008,73.4,0.803,5.05,8280.0,39.7,11.7,Upper middle income,ROU,5.79
Romania,Europe,2009,73.5,0.806,4.25,7890.0,40.9,12.2,Upper middle income,ROU,6.86
Romania,Europe,2010,73.8,0.805,4.11,7630.0,40.7,13.2,Upper middle income,ROU,6.96
Romania,Europe,2011,74.6,0.806,4.42,7810.0,42.2,12.1,Upper middle income,ROU,7.18
Romania,Europe,2012,74.7,0.803,4.28,8000.0,42.1,12.6,Upper middle income,ROU,6.79
Romania,Europe,2013,75.3,0.808,3.84,8340.0,42.5,12.2,Upper middle income,ROU,7.1
Romania,Europe,2014,75.0,0.811,3.87,8670.0,42.7,11.3,Upper middle income,ROU,6.8
